位階排名,牌型,牌面,花色變體數,位置起(1-based),位置訖,千萬位percentile,位階名次%
3069,一對,1010+873,384,1990285,1990668,7658005.51,41.1284
3070,一對,1010+874,384,1990669,1991052,7659483.02,41.1418
3071,一對,1010+875,384,1991053,1991436,7660960.54,41.1552
3072,一對,1010+876,384,1991437,1991820,7662438.05,41.1686
3073,一對,1010+932,384,1991821,1992204,7663915.57,41.182
3074,一對,1010+942,384,1992205,1992588,7665393.08,41.1954
3075,一對,1010+943,384,1992589,1992972,7666870.59,41.2088
3076,一對,1010+952,384,1992973,1993356,7668348.11,41.2222
3077,一對,1010+953,384,1993357,1993740,7669825.62,41.2356
3078,一對,1010+954,384,1993741,1994124,7671303.14,41.249
3079,一對,1010+962,384,1994125,1994508,7672780.65,41.2624
3080,一對,1010+963,384,1994509,1994892,7674258.16,41.2758
3081,一對,1010+964,384,1994893,1995276,7675735.68,41.2892
3082,一對,1010+965,384,1995277,1995660,7677213.19,41.3026
3083,一對,1010+972,384,1995661,1996044,7678690.71,41.316
3084,一對,1010+973,384,1996045,1996428,7680168.22,41.3294
3085,一對,1010+974,384,1996429,1996812,7681645.74,41.3428
3086,一對,1010+975,384,1996813,1997196,7683123.25,41.3562
3087,一對,1010+976,384,1997197,1997580,7684600.76,41.3696
3088,一對,1010+982,384,1997581,1997964,7686078.28,41.383
3089,一對,1010+983,384,1997965,1998348,7687555.79,41.3964
3090,一對,1010+984,384,1998349,1998732,7689033.31,41.4098
3091,一對,1010+985,384,1998733,1999116,7690510.82,41.4232
3092,一對,1010+986,384,1999117,1999500,7691988.33,41.4366
3093,一對,1010+987,384,1999501,1999884,7693465.85,41.45
3094,一對,1010+J32,384,1999885,2000268,7694943.36,41.4634
3095,一對,1010+J42,384,2000269,2000652,7696420.88,41.4768
3096,一對,1010+J43,384,2000653,2001036,7697898.39,41.4902
3097,一對,1010+J52,384,2001037,2001420,7699375.9,41.5036
3098,一對,1010+J53,384,2001421,2001804,7700853.42,41.517
3099,一對,1010+J54,384,2001805,2002188,7702330.93,41.5304
3100,一對,1010+J62,384,2002189,2002572,7703808.45,41.5438
3101,一對,1010+J63,384,2002573,2002956,7705285.96,41.5572
3102,一對,1010+J64,384,2002957,2003340,7706763.47,41.5706
3103,一對,1010+J65,384,2003341,2003724,7708240.99,41.584
3104,一對,1010+J72,384,2003725,2004108,7709718.5,41.5974
3105,一對,1010+J73,384,2004109,2004492,7711196.02,41.6108
3106,一對,1010+J74,384,2004493,2004876,7712673.53,41.6242
3107,一對,1010+J75,384,2004877,2005260,7714151.05,41.6376
3108,一對,1010+J76,384,2005261,2005644,7715628.56,41.651
3109,一對,1010+J82,384,2005645,2006028,7717106.07,41.6644
3110,一對,1010+J83,384,2006029,2006412,7718583.59,41.6778
3111,一對,1010+J84,384,2006413,2006796,7720061.1,41.6912
3112,一對,1010+J85,384,2006797,2007180,7721538.62,41.7046
3113,一對,1010+J86,384,2007181,2007564,7723016.13,41.718
3114,一對,1010+J87,384,2007565,2007948,7724493.64,41.7314
3115,一對,1010+J92,384,2007949,2008332,7725971.16,41.7448
3116,一對,1010+J93,384,2008333,2008716,7727448.67,41.7582
3117,一對,1010+J94,384,2008717,2009100,7728926.19,41.7716
3118,一對,1010+J95,384,2009101,2009484,7730403.7,41.785
3119,一對,1010+J96,384,2009485,2009868,7731881.21,41.7984
3120,一對,1010+J97,384,2009869,2010252,7733358.73,41.8118
3121,一對,1010+J98,384,2010253,2010636,7734836.24,41.8252
3122,一對,1010+Q32,384,2010637,2011020,7736313.76,41.8386
3123,一對,1010+Q42,384,2011021,2011404,7737791.27,41.8521
3124,一對,1010+Q43,384,2011405,2011788,7739268.78,41.8655
3125,一對,1010+Q52,384,2011789,2012172,7740746.3,41.8789
3126,一對,1010+Q53,384,2012173,2012556,7742223.81,41.8923
3127,一對,1010+Q54,384,2012557,2012940,7743701.33,41.9057
3128,一對,1010+Q62,384,2012941,2013324,7745178.84,41.9191
3129,一對,1010+Q63,384,2013325,2013708,7746656.35,41.9325
3130,一對,1010+Q64,384,2013709,2014092,7748133.87,41.9459
3131,一對,1010+Q65,384,2014093,2014476,7749611.38,41.9593
3132,一對,1010+Q72,384,2014477,2014860,7751088.9,41.9727
3133,一對,1010+Q73,384,2014861,2015244,7752566.41,41.9861
3134,一對,1010+Q74,384,2015245,2015628,7754043.93,41.9995
3135,一對,1010+Q75,384,2015629,2016012,7755521.44,42.0129
3136,一對,1010+Q76,384,2016013,2016396,7756998.95,42.0263
3137,一對,1010+Q82,384,2016397,2016780,7758476.47,42.0397
3138,一對,1010+Q83,384,2016781,2017164,7759953.98,42.0531
3139,一對,1010+Q84,384,2017165,2017548,7761431.5,42.0665
3140,一對,1010+Q85,384,2017549,2017932,7762909.01,42.0799
3141,一對,1010+Q86,384,2017933,2018316,7764386.52,42.0933
3142,一對,1010+Q87,384,2018317,2018700,7765864.04,42.1067
3143,一對,1010+Q92,384,2018701,2019084,7767341.55,42.1201
3144,一對,1010+Q93,384,2019085,2019468,7768819.07,42.1335
3145,一對,1010+Q94,384,2019469,2019852,7770296.58,42.1469
3146,一對,1010+Q95,384,2019853,2020236,7771774.09,42.1603
3147,一對,1010+Q96,384,2020237,2020620,7773251.61,42.1737
3148,一對,1010+Q97,384,2020621,2021004,7774729.12,42.1871
3149,一對,1010+Q98,384,2021005,2021388,7776206.64,42.2005
3150,一對,1010+QJ2,384,2021389,2021772,7777684.15,42.2139
3151,一對,1010+QJ3,384,2021773,2022156,7779161.66,42.2273
3152,一對,1010+QJ4,384,2022157,2022540,7780639.18,42.2407
3153,一對,1010+QJ5,384,2022541,2022924,7782116.69,42.2541
3154,一對,1010+QJ6,384,2022925,2023308,7783594.21,42.2675
3155,一對,1010+QJ7,384,2023309,2023692,7785071.72,42.2809
3156,一對,1010+QJ8,384,2023693,2024076,7786549.24,42.2943
3157,一對,1010+QJ9,384,2024077,2024460,7788026.75,42.3077
3158,一對,1010+K32,384,2024461,2024844,7789504.26,42.3211
3159,一對,1010+K42,384,2024845,2025228,7790981.78,42.3345
3160,一對,1010+K43,384,2025229,2025612,7792459.29,42.3479
3161,一對,1010+K52,384,2025613,2025996,7793936.81,42.3613
3162,一對,1010+K53,384,2025997,2026380,7795414.32,42.3747
3163,一對,1010+K54,384,2026381,2026764,7796891.83,42.3881
3164,一對,1010+K62,384,2026765,2027148,7798369.35,42.4015
3165,一對,1010+K63,384,2027149,2027532,7799846.86,42.4149
3166,一對,1010+K64,384,2027533,2027916,7801324.38,42.4283
3167,一對,1010+K65,384,2027917,2028300,7802801.89,42.4417
3168,一對,1010+K72,384,2028301,2028684,7804279.4,42.4551
3169,一對,1010+K73,384,2028685,2029068,7805756.92,42.4685
3170,一對,1010+K74,384,2029069,2029452,7807234.43,42.4819
3171,一對,1010+K75,384,2029453,2029836,7808711.95,42.4953
3172,一對,1010+K76,384,2029837,2030220,7810189.46,42.5087
3173,一對,1010+K82,384,2030221,2030604,7811666.97,42.5221
3174,一對,1010+K83,384,2030605,2030988,7813144.49,42.5355
3175,一對,1010+K84,384,2030989,2031372,7814622.0,42.5489
3176,一對,1010+K85,384,2031373,2031756,7816099.52,42.5623
3177,一對,1010+K86,384,2031757,2032140,7817577.03,42.5757
3178,一對,1010+K87,384,2032141,2032524,7819054.54,42.5891
3179,一對,1010+K92,384,2032525,2032908,7820532.06,42.6025
3180,一對,1010+K93,384,2032909,2033292,7822009.57,42.6159
3181,一對,1010+K94,384,2033293,2033676,7823487.09,42.6293
3182,一對,1010+K95,384,2033677,2034060,7824964.6,42.6427
3183,一對,1010+K96,384,2034061,2034444,7826442.12,42.6561
3184,一對,1010+K97,384,2034445,2034828,7827919.63,42.6695
3185,一對,1010+K98,384,2034829,2035212,7829397.14,42.6829
3186,一對,1010+KJ2,384,2035213,2035596,7830874.66,42.6963
3187,一對,1010+KJ3,384,2035597,2035980,7832352.17,42.7097
3188,一對,1010+KJ4,384,2035981,2036364,7833829.69,42.7231
3189,一對,1010+KJ5,384,2036365,2036748,7835307.2,42.7365
3190,一對,1010+KJ6,384,2036749,2037132,7836784.71,42.7499
3191,一對,1010+KJ7,384,2037133,2037516,7838262.23,42.7633
3192,一對,1010+KJ8,384,2037517,2037900,7839739.74,42.7767
3193,一對,1010+KJ9,384,2037901,2038284,7841217.26,42.7901
3194,一對,1010+KQ2,384,2038285,2038668,7842694.77,42.8035
3195,一對,1010+KQ3,384,2038669,2039052,7844172.28,42.8169
3196,一對,1010+KQ4,384,2039053,2039436,7845649.8,42.8303
3197,一對,1010+KQ5,384,2039437,2039820,7847127.31,42.8437
3198,一對,1010+KQ6,384,2039821,2040204,7848604.83,42.8571
3199,一對,1010+KQ7,384,2040205,2040588,7850082.34,42.8705
3200,一對,1010+KQ8,384,2040589,2040972,7851559.85,42.8839
3201,一對,1010+KQ9,384,2040973,2041356,7853037.37,42.8973
3202,一對,1010+KQJ,384,2041357,2041740,7854514.88,42.9107
3203,一對,1010+A32,384,2041741,2042124,7855992.4,42.9241
3204,一對,1010+A42,384,2042125,2042508,7857469.91,42.9376
3205,一對,1010+A43,384,2042509,2042892,7858947.43,42.951
3206,一對,1010+A52,384,2042893,2043276,7860424.94,42.9644
3207,一對,1010+A53,384,2043277,2043660,7861902.45,42.9778
3208,一對,1010+A54,384,2043661,2044044,7863379.97,42.9912
3209,一對,1010+A62,384,2044045,2044428,7864857.48,43.0046
3210,一對,1010+A63,384,2044429,2044812,7866335.0,43.018
3211,一對,1010+A64,384,2044813,2045196,7867812.51,43.0314
3212,一對,1010+A65,384,2045197,2045580,7869290.02,43.0448
3213,一對,1010+A72,384,2045581,2045964,7870767.54,43.0582
3214,一對,1010+A73,384,2045965,2046348,7872245.05,43.0716
3215,一對,1010+A74,384,2046349,2046732,7873722.57,43.085
3216,一對,1010+A75,384,2046733,2047116,7875200.08,43.0984
3217,一對,1010+A76,384,2047117,2047500,7876677.59,43.1118
3218,一對,1010+A82,384,2047501,2047884,7878155.11,43.1252
3219,一對,1010+A83,384,2047885,2048268,7879632.62,43.1386
3220,一對,1010+A84,384,2048269,2048652,7881110.14,43.152
3221,一對,1010+A85,384,2048653,2049036,7882587.65,43.1654
3222,一對,1010+A86,384,2049037,2049420,7884065.16,43.1788
3223,一對,1010+A87,384,2049421,2049804,7885542.68,43.1922
3224,一對,1010+A92,384,2049805,2050188,7887020.19,43.2056
3225,一對,1010+A93,384,2050189,2050572,7888497.71,43.219
3226,一對,1010+A94,384,2050573,2050956,7889975.22,43.2324
3227,一對,1010+A95,384,2050957,2051340,7891452.73,43.2458
3228,一對,1010+A96,384,2051341,2051724,7892930.25,43.2592
3229,一對,1010+A97,384,2051725,2052108,7894407.76,43.2726
3230,一對,1010+A98,384,2052109,2052492,7895885.28,43.286
3231,一對,1010+AJ2,384,2052493,2052876,7897362.79,43.2994
3232,一對,1010+AJ3,384,2052877,2053260,7898840.31,43.3128
3233,一對,1010+AJ4,384,2053261,2053644,7900317.82,43.3262
3234,一對,1010+AJ5,384,2053645,2054028,7901795.33,43.3396
3235,一對,1010+AJ6,384,2054029,2054412,7903272.85,43.353
3236,一對,1010+AJ7,384,2054413,2054796,7904750.36,43.3664
3237,一對,1010+AJ8,384,2054797,2055180,7906227.88,43.3798
3238,一對,1010+AJ9,384,2055181,2055564,7907705.39,43.3932
3239,一對,1010+AQ2,384,2055565,2055948,7909182.9,43.4066
3240,一對,1010+AQ3,384,2055949,2056332,7910660.42,43.42
3241,一對,1010+AQ4,384,2056333,2056716,7912137.93,43.4334
3242,一對,1010+AQ5,384,2056717,2057100,7913615.45,43.4468
3243,一對,1010+AQ6,384,2057101,2057484,7915092.96,43.4602
3244,一對,1010+AQ7,384,2057485,2057868,7916570.47,43.4736
3245,一對,1010+AQ8,384,2057869,2058252,7918047.99,43.487
3246,一對,1010+AQ9,384,2058253,2058636,7919525.5,43.5004
3247,一對,1010+AQJ,384,2058637,2059020,7921003.02,43.5138
3248,一對,1010+AK2,384,2059021,2059404,7922480.53,43.5272
3249,一對,1010+AK3,384,2059405,2059788,7923958.04,43.5406
3250,一對,1010+AK4,384,2059789,2060172,7925435.56,43.554
3251,一對,1010+AK5,384,2060173,2060556,7926913.07,43.5674
3252,一對,1010+AK6,384,2060557,2060940,7928390.59,43.5808
3253,一對,1010+AK7,384,2060941,2061324,7929868.1,43.5942
3254,一對,1010+AK8,384,2061325,2061708,7931345.62,43.6076
3255,一對,1010+AK9,384,2061709,2062092,7932823.13,43.621
3256,一對,1010+AKJ,384,2062093,2062476,7934300.64,43.6344
3257,一對,1010+AKQ,384,2062477,2062860,7935778.16,43.6478
3258,一對,JJ+432,384,2062861,2063244,7937255.67,43.6612
3259,一對,JJ+532,384,2063245,2063628,7938733.19,43.6746
3260,一對,JJ+542,384,2063629,2064012,7940210.7,43.688
3261,一對,JJ+543,384,2064013,2064396,7941688.21,43.7014
3262,一對,JJ+632,384,2064397,2064780,7943165.73,43.7148
3263,一對,JJ+642,384,2064781,2065164,7944643.24,43.7282
3264,一對,JJ+643,384,2065165,2065548,7946120.76,43.7416
3265,一對,JJ+652,384,2065549,2065932,7947598.27,43.755
3266,一對,JJ+653,384,2065933,2066316,7949075.78,43.7684
3267,一對,JJ+654,384,2066317,2066700,7950553.3,43.7818
3268,一對,JJ+732,384,2066701,2067084,7952030.81,43.7952
3269,一對,JJ+742,384,2067085,2067468,7953508.33,43.8086
3270,一對,JJ+743,384,2067469,2067852,7954985.84,43.822
3271,一對,JJ+752,384,2067853,2068236,7956463.35,43.8354
3272,一對,JJ+753,384,2068237,2068620,7957940.87,43.8488
3273,一對,JJ+754,384,2068621,2069004,7959418.38,43.8622
3274,一對,JJ+762,384,2069005,2069388,7960895.9,43.8756
3275,一對,JJ+763,384,2069389,2069772,7962373.41,43.889
3276,一對,JJ+764,384,2069773,2070156,7963850.92,43.9024
3277,一對,JJ+765,384,2070157,2070540,7965328.44,43.9158
3278,一對,JJ+832,384,2070541,2070924,7966805.95,43.9292
3279,一對,JJ+842,384,2070925,2071308,7968283.47,43.9426
3280,一對,JJ+843,384,2071309,2071692,7969760.98,43.956
3281,一對,JJ+852,384,2071693,2072076,7971238.5,43.9694
3282,一對,JJ+853,384,2072077,2072460,7972716.01,43.9828
3283,一對,JJ+854,384,2072461,2072844,7974193.52,43.9962
3284,一對,JJ+862,384,2072845,2073228,7975671.04,44.0096
3285,一對,JJ+863,384,2073229,2073612,7977148.55,44.0231
3286,一對,JJ+864,384,2073613,2073996,7978626.07,44.0365
3287,一對,JJ+865,384,2073997,2074380,7980103.58,44.0499
3288,一對,JJ+872,384,2074381,2074764,7981581.09,44.0633
3289,一對,JJ+873,384,2074765,2075148,7983058.61,44.0767
3290,一對,JJ+874,384,2075149,2075532,7984536.12,44.0901
3291,一對,JJ+875,384,2075533,2075916,7986013.64,44.1035
3292,一對,JJ+876,384,2075917,2076300,7987491.15,44.1169
3293,一對,JJ+932,384,2076301,2076684,7988968.66,44.1303
3294,一對,JJ+942,384,2076685,2077068,7990446.18,44.1437
3295,一對,JJ+943,384,2077069,2077452,7991923.69,44.1571
3296,一對,JJ+952,384,2077453,2077836,7993401.21,44.1705
3297,一對,JJ+953,384,2077837,2078220,7994878.72,44.1839
3298,一對,JJ+954,384,2078221,2078604,7996356.23,44.1973
3299,一對,JJ+962,384,2078605,2078988,7997833.75,44.2107
3300,一對,JJ+963,384,2078989,2079372,7999311.26,44.2241
3301,一對,JJ+964,384,2079373,2079756,8000788.78,44.2375
3302,一對,JJ+965,384,2079757,2080140,8002266.29,44.2509
3303,一對,JJ+972,384,2080141,2080524,8003743.81,44.2643
3304,一對,JJ+973,384,2080525,2080908,8005221.32,44.2777
3305,一對,JJ+974,384,2080909,2081292,8006698.83,44.2911
3306,一對,JJ+975,384,2081293,2081676,8008176.35,44.3045
3307,一對,JJ+976,384,2081677,2082060,8009653.86,44.3179
3308,一對,JJ+982,384,2082061,2082444,8011131.38,44.3313
3309,一對,JJ+983,384,2082445,2082828,8012608.89,44.3447
3310,一對,JJ+984,384,2082829,2083212,8014086.4,44.3581
3311,一對,JJ+985,384,2083213,2083596,8015563.92,44.3715
3312,一對,JJ+986,384,2083597,2083980,8017041.43,44.3849
3313,一對,JJ+987,384,2083981,2084364,8018518.95,44.3983
3314,一對,JJ+1032,384,2084365,2084748,8019996.46,44.4117
3315,一對,JJ+1042,384,2084749,2085132,8021473.97,44.4251
3316,一對,JJ+1043,384,2085133,2085516,8022951.49,44.4385
3317,一對,JJ+1052,384,2085517,2085900,8024429.0,44.4519
3318,一對,JJ+1053,384,2085901,2086284,8025906.52,44.4653
3319,一對,JJ+1054,384,2086285,2086668,8027384.03,44.4787
3320,一對,JJ+1062,384,2086669,2087052,8028861.54,44.4921
3321,一對,JJ+1063,384,2087053,2087436,8030339.06,44.5055
3322,一對,JJ+1064,384,2087437,2087820,8031816.57,44.5189
3323,一對,JJ+1065,384,2087821,2088204,8033294.09,44.5323
3324,一對,JJ+1072,384,2088205,2088588,8034771.6,44.5457
3325,一對,JJ+1073,384,2088589,2088972,8036249.12,44.5591
3326,一對,JJ+1074,384,2088973,2089356,8037726.63,44.5725
3327,一對,JJ+1075,384,2089357,2089740,8039204.14,44.5859
3328,一對,JJ+1076,384,2089741,2090124,8040681.66,44.5993
3329,一對,JJ+1082,384,2090125,2090508,8042159.17,44.6127
3330,一對,JJ+1083,384,2090509,2090892,8043636.69,44.6261
3331,一對,JJ+1084,384,2090893,2091276,8045114.2,44.6395
3332,一對,JJ+1085,384,2091277,2091660,8046591.71,44.6529
3333,一對,JJ+1086,384,2091661,2092044,8048069.23,44.6663
3334,一對,JJ+1087,384,2092045,2092428,8049546.74,44.6797
3335,一對,JJ+1092,384,2092429,2092812,8051024.26,44.6931
3336,一對,JJ+1093,384,2092813,2093196,8052501.77,44.7065
3337,一對,JJ+1094,384,2093197,2093580,8053979.28,44.7199
3338,一對,JJ+1095,384,2093581,2093964,8055456.8,44.7333
3339,一對,JJ+1096,384,2093965,2094348,8056934.31,44.7467
3340,一對,JJ+1097,384,2094349,2094732,8058411.83,44.7601
3341,一對,JJ+1098,384,2094733,2095116,8059889.34,44.7735
3342,一對,JJ+Q32,384,2095117,2095500,8061366.85,44.7869
3343,一對,JJ+Q42,384,2095501,2095884,8062844.37,44.8003
3344,一對,JJ+Q43,384,2095885,2096268,8064321.88,44.8137
3345,一對,JJ+Q52,384,2096269,2096652,8065799.4,44.8271
3346,一對,JJ+Q53,384,2096653,2097036,8067276.91,44.8405
3347,一對,JJ+Q54,384,2097037,2097420,8068754.42,44.8539
3348,一對,JJ+Q62,384,2097421,2097804,8070231.94,44.8673
3349,一對,JJ+Q63,384,2097805,2098188,8071709.45,44.8807
3350,一對,JJ+Q64,384,2098189,2098572,8073186.97,44.8941
3351,一對,JJ+Q65,384,2098573,2098956,8074664.48,44.9075
3352,一對,JJ+Q72,384,2098957,2099340,8076142.0,44.9209
3353,一對,JJ+Q73,384,2099341,2099724,8077619.51,44.9343
3354,一對,JJ+Q74,384,2099725,2100108,8079097.02,44.9477
3355,一對,JJ+Q75,384,2100109,2100492,8080574.54,44.9611
3356,一對,JJ+Q76,384,2100493,2100876,8082052.05,44.9745
3357,一對,JJ+Q82,384,2100877,2101260,8083529.57,44.9879
3358,一對,JJ+Q83,384,2101261,2101644,8085007.08,45.0013
3359,一對,JJ+Q84,384,2101645,2102028,8086484.59,45.0147
3360,一對,JJ+Q85,384,2102029,2102412,8087962.11,45.0281
3361,一對,JJ+Q86,384,2102413,2102796,8089439.62,45.0415
3362,一對,JJ+Q87,384,2102797,2103180,8090917.14,45.0549
3363,一對,JJ+Q92,384,2103181,2103564,8092394.65,45.0683
3364,一對,JJ+Q93,384,2103565,2103948,8093872.16,45.0817
3365,一對,JJ+Q94,384,2103949,2104332,8095349.68,45.0951
3366,一對,JJ+Q95,384,2104333,2104716,8096827.19,45.1085
3367,一對,JJ+Q96,384,2104717,2105100,8098304.71,45.122
3368,一對,JJ+Q97,384,2105101,2105484,8099782.22,45.1354
3369,一對,JJ+Q98,384,2105485,2105868,8101259.73,45.1488
3370,一對,JJ+Q102,384,2105869,2106252,8102737.25,45.1622
3371,一對,JJ+Q103,384,2106253,2106636,8104214.76,45.1756
3372,一對,JJ+Q104,384,2106637,2107020,8105692.28,45.189
3373,一對,JJ+Q105,384,2107021,2107404,8107169.79,45.2024
3374,一對,JJ+Q106,384,2107405,2107788,8108647.31,45.2158
3375,一對,JJ+Q107,384,2107789,2108172,8110124.82,45.2292
3376,一對,JJ+Q108,384,2108173,2108556,8111602.33,45.2426
3377,一對,JJ+Q109,384,2108557,2108940,8113079.85,45.256
3378,一對,JJ+K32,384,2108941,2109324,8114557.36,45.2694
3379,一對,JJ+K42,384,2109325,2109708,8116034.88,45.2828
3380,一對,JJ+K43,384,2109709,2110092,8117512.39,45.2962
3381,一對,JJ+K52,384,2110093,2110476,8118989.9,45.3096
3382,一對,JJ+K53,384,2110477,2110860,8120467.42,45.323
3383,一對,JJ+K54,384,2110861,2111244,8121944.93,45.3364
3384,一對,JJ+K62,384,2111245,2111628,8123422.45,45.3498
3385,一對,JJ+K63,384,2111629,2112012,8124899.96,45.3632
3386,一對,JJ+K64,384,2112013,2112396,8126377.47,45.3766
3387,一對,JJ+K65,384,2112397,2112780,8127854.99,45.39
3388,一對,JJ+K72,384,2112781,2113164,8129332.5,45.4034
3389,一對,JJ+K73,384,2113165,2113548,8130810.02,45.4168
3390,一對,JJ+K74,384,2113549,2113932,8132287.53,45.4302
3391,一對,JJ+K75,384,2113933,2114316,8133765.04,45.4436
3392,一對,JJ+K76,384,2114317,2114700,8135242.56,45.457
3393,一對,JJ+K82,384,2114701,2115084,8136720.07,45.4704
3394,一對,JJ+K83,384,2115085,2115468,8138197.59,45.4838
3395,一對,JJ+K84,384,2115469,2115852,8139675.1,45.4972
3396,一對,JJ+K85,384,2115853,2116236,8141152.61,45.5106
3397,一對,JJ+K86,384,2116237,2116620,8142630.13,45.524
3398,一對,JJ+K87,384,2116621,2117004,8144107.64,45.5374
3399,一對,JJ+K92,384,2117005,2117388,8145585.16,45.5508
3400,一對,JJ+K93,384,2117389,2117772,8147062.67,45.5642
3401,一對,JJ+K94,384,2117773,2118156,8148540.19,45.5776
3402,一對,JJ+K95,384,2118157,2118540,8150017.7,45.591
3403,一對,JJ+K96,384,2118541,2118924,8151495.21,45.6044
3404,一對,JJ+K97,384,2118925,2119308,8152972.73,45.6178
3405,一對,JJ+K98,384,2119309,2119692,8154450.24,45.6312
3406,一對,JJ+K102,384,2119693,2120076,8155927.76,45.6446
3407,一對,JJ+K103,384,2120077,2120460,8157405.27,45.658
3408,一對,JJ+K104,384,2120461,2120844,8158882.78,45.6714
3409,一對,JJ+K105,384,2120845,2121228,8160360.3,45.6848
3410,一對,JJ+K106,384,2121229,2121612,8161837.81,45.6982
3411,一對,JJ+K107,384,2121613,2121996,8163315.33,45.7116
3412,一對,JJ+K108,384,2121997,2122380,8164792.84,45.725
3413,一對,JJ+K109,384,2122381,2122764,8166270.35,45.7384
3414,一對,JJ+KQ2,384,2122765,2123148,8167747.87,45.7518
3415,一對,JJ+KQ3,384,2123149,2123532,8169225.38,45.7652
3416,一對,JJ+KQ4,384,2123533,2123916,8170702.9,45.7786
3417,一對,JJ+KQ5,384,2123917,2124300,8172180.41,45.792
3418,一對,JJ+KQ6,384,2124301,2124684,8173657.92,45.8054
3419,一對,JJ+KQ7,384,2124685,2125068,8175135.44,45.8188
3420,一對,JJ+KQ8,384,2125069,2125452,8176612.95,45.8322
3421,一對,JJ+KQ9,384,2125453,2125836,8178090.47,45.8456
3422,一對,JJ+KQ10,384,2125837,2126220,8179567.98,45.859
3423,一對,JJ+A32,384,2126221,2126604,8181045.5,45.8724
3424,一對,JJ+A42,384,2126605,2126988,8182523.01,45.8858
3425,一對,JJ+A43,384,2126989,2127372,8184000.52,45.8992
3426,一對,JJ+A52,384,2127373,2127756,8185478.04,45.9126
3427,一對,JJ+A53,384,2127757,2128140,8186955.55,45.926
3428,一對,JJ+A54,384,2128141,2128524,8188433.07,45.9394
3429,一對,JJ+A62,384,2128525,2128908,8189910.58,45.9528
3430,一對,JJ+A63,384,2128909,2129292,8191388.09,45.9662
3431,一對,JJ+A64,384,2129293,2129676,8192865.61,45.9796
3432,一對,JJ+A65,384,2129677,2130060,8194343.12,45.993
3433,一對,JJ+A72,384,2130061,2130444,8195820.64,46.0064
3434,一對,JJ+A73,384,2130445,2130828,8197298.15,46.0198
3435,一對,JJ+A74,384,2130829,2131212,8198775.66,46.0332
3436,一對,JJ+A75,384,2131213,2131596,8200253.18,46.0466
3437,一對,JJ+A76,384,2131597,2131980,8201730.69,46.06
3438,一對,JJ+A82,384,2131981,2132364,8203208.21,46.0734
3439,一對,JJ+A83,384,2132365,2132748,8204685.72,46.0868
3440,一對,JJ+A84,384,2132749,2133132,8206163.23,46.1002
3441,一對,JJ+A85,384,2133133,2133516,8207640.75,46.1136
3442,一對,JJ+A86,384,2133517,2133900,8209118.26,46.127
3443,一對,JJ+A87,384,2133901,2134284,8210595.78,46.1404
3444,一對,JJ+A92,384,2134285,2134668,8212073.29,46.1538
3445,一對,JJ+A93,384,2134669,2135052,8213550.8,46.1672
3446,一對,JJ+A94,384,2135053,2135436,8215028.32,46.1806
3447,一對,JJ+A95,384,2135437,2135820,8216505.83,46.194
3448,一對,JJ+A96,384,2135821,2136204,8217983.35,46.2075
3449,一對,JJ+A97,384,2136205,2136588,8219460.86,46.2209
3450,一對,JJ+A98,384,2136589,2136972,8220938.38,46.2343
3451,一對,JJ+A102,384,2136973,2137356,8222415.89,46.2477
3452,一對,JJ+A103,384,2137357,2137740,8223893.4,46.2611
3453,一對,JJ+A104,384,2137741,2138124,8225370.92,46.2745
3454,一對,JJ+A105,384,2138125,2138508,8226848.43,46.2879
3455,一對,JJ+A106,384,2138509,2138892,8228325.95,46.3013
3456,一對,JJ+A107,384,2138893,2139276,8229803.46,46.3147
3457,一對,JJ+A108,384,2139277,2139660,8231280.97,46.3281
3458,一對,JJ+A109,384,2139661,2140044,8232758.49,46.3415
3459,一對,JJ+AQ2,384,2140045,2140428,8234236.0,46.3549
3460,一對,JJ+AQ3,384,2140429,2140812,8235713.52,46.3683
3461,一對,JJ+AQ4,384,2140813,2141196,8237191.03,46.3817
3462,一對,JJ+AQ5,384,2141197,2141580,8238668.54,46.3951
3463,一對,JJ+AQ6,384,2141581,2141964,8240146.06,46.4085
3464,一對,JJ+AQ7,384,2141965,2142348,8241623.57,46.4219
3465,一對,JJ+AQ8,384,2142349,2142732,8243101.09,46.4353
3466,一對,JJ+AQ9,384,2142733,2143116,8244578.6,46.4487
3467,一對,JJ+AQ10,384,2143117,2143500,8246056.11,46.4621
3468,一對,JJ+AK2,384,2143501,2143884,8247533.63,46.4755
3469,一對,JJ+AK3,384,2143885,2144268,8249011.14,46.4889
3470,一對,JJ+AK4,384,2144269,2144652,8250488.66,46.5023
3471,一對,JJ+AK5,384,2144653,2145036,8251966.17,46.5157
3472,一對,JJ+AK6,384,2145037,2145420,8253443.69,46.5291
3473,一對,JJ+AK7,384,2145421,2145804,8254921.2,46.5425
3474,一對,JJ+AK8,384,2145805,2146188,8256398.71,46.5559
3475,一對,JJ+AK9,384,2146189,2146572,8257876.23,46.5693
3476,一對,JJ+AK10,384,2146573,2146956,8259353.74,46.5827
3477,一對,JJ+AKQ,384,2146957,2147340,8260831.26,46.5961
3478,一對,QQ+432,384,2147341,2147724,8262308.77,46.6095
3479,一對,QQ+532,384,2147725,2148108,8263786.28,46.6229
3480,一對,QQ+542,384,2148109,2148492,8265263.8,46.6363
3481,一對,QQ+543,384,2148493,2148876,8266741.31,46.6497
